image_file,coordinates,IScrosswalk,light_class
PTL-Crosswalk-Base/training set/986.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/822.png,"[0.49918125, 0.7641925925925925, 0.4459609375, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/944.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1023.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/768.png,"[0.48853697916666666, 0.5502185185185186, 0.2592796875, 0.9825324074074074]",1.0,0.0
PTL-Crosswalk-Base/training set/867.png,"[0.5237447916666667, 0.6026203703703704, 0.5286572916666666, 0.6695777777777778]",1.0,1.0
PTL-Crosswalk-Base/training set/977.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/954.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1015.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/718.png,"[0.45906093750000004, 0.5371175925925926, 0.4295848958333333, 0.9941777777777777]",1.0,1.0
PTL-Crosswalk-Base/training set/968.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1019.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/871.png,"[0.6555677083333333, 0.6360990740740741, 0.6359171875, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/1012.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/819.png,"[0.48116822916666663, 0.759825, 0.5458515625, 0.9985444444444446]",1.0,1.0
PTL-Crosswalk-Base/training set/770.png,"[0.5139192708333333, 0.730712962962963, 0.2568229166666667, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/952.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/893.png,"[0.6793119791666666, 0.5705972222222222, 0.33296927083333333, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/1054.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1003.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/909.png,"[0.49672499999999997, 0.5647740740740741, 0.5327510416666666, 0.7161574074074074]",1.0,2.0
PTL-Crosswalk-Base/training set/759.png,"[0.49590625, 0.5735083333333334, 0.15447604166666667, 0.9446870370370369]",1.0,1.0
PTL-Crosswalk-Base/training set/955.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/694.png,"[0.6219979166666667, 0.5793305555555556, 0.4246723958333333, 1.0]",1.0,0.0
PTL-Crosswalk-Base/training set/703.png,"[0.5335697916666666, 0.5735083333333334, 0.5229255208333333, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/840.png,"[0.596615625, 0.5560407407407407, 0.50409375, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/753.png,"[0.214246875, 0.5691407407407407, 0.0, 0.7816592592592593]",1.0,0.0
PTL-Crosswalk-Base/training set/710.png,"[0.3542578125, 0.6171759259259259, 0.08651770833333333, 0.8908296296296296]",1.0,1.0
PTL-Crosswalk-Base/training set/1058.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1007.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/891.png,"[0.3624453125, 0.7059675925925927, 0.3935588541666667, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/678.png,"[0.26746718750000004, 0.6011648148148149, 0.027565625, 0.8413388888888889]",1.0,0.0
PTL-Crosswalk-Base/training set/880.png,"[0.5245635416666666, 0.7030564814814815, 0.4877182291666667, 0.9927222222222223]",1.0,1.0
PTL-Crosswalk-Base/training set/787.png,"[0.45087343750000003, 0.5545851851851852, 0.057041666666666664, 0.928675]",1.0,1.0
PTL-Crosswalk-Base/training set/993.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1049.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/836.png,"[0.8520744791666667, 0.5574962962962963, 0.5204692708333334, 0.9970888888888889]",1.0,1.0
PTL-Crosswalk-Base/training set/848.png,"[0.44104791666666665, 0.6870453703703704, 0.5573145833333334, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/919.png,"[0.786571875, 0.3988351851851852, 0.9888098958333333, 0.5953416666666668]",1.0,2.0
PTL-Crosswalk-Base/training set/920.png,"[0.6310041666666667, 0.38282407407407404, 0.4950875, 0.9985444444444446]",1.0,2.0
PTL-Crosswalk-Base/training set/695.png,"[0.40420312500000005, 0.5109166666666667, 0.13646302083333334, 0.7278018518518518]",1.0,0.0
PTL-Crosswalk-Base/training set/960.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/988.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/979.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/790.png,"[0.39274010416666666, 0.46724907407407407, 0.052947395833333334, 0.9519648148148149]",1.0,0.0
PTL-Crosswalk-Base/training set/994.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1022.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/724.png,"[0.24290416666666664, 0.5473074074074074, 0.11271822916666667, 1.0]",1.0,0.0
PTL-Crosswalk-Base/training set/732.png,"[0.5655020833333333, 0.5545851851851852, 0.40993437499999996, 0.9912666666666666]",1.0,0.0
PTL-Crosswalk-Base/training set/866.png,"[0.7079692708333333, 0.5574962962962963, 0.5786026041666666, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/774.png,"[0.4762552083333333, 0.5473074074074074, 0.4492359375, 0.9927222222222223]",1.0,1.0
PTL-Crosswalk-Base/training set/764.png,"[0.5769651041666666, 0.7248907407407407, 0.3108625, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/783.png,"[0.24208489583333334, 0.39301296296296295, 0.0013645833333333333, 0.7554583333333333]",1.0,0.0
PTL-Crosswalk-Base/training set/915.png,"[0.7366265625, 0.50655, 0.9994541666666666, 0.7001453703703704]",1.0,2.0
PTL-Crosswalk-Base/training set/763.png,"[0.4983625, 0.5807861111111111, 0.17985833333333331, 0.9461425925925926]",1.0,1.0
PTL-Crosswalk-Base/training set/1005.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1050.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/987.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/948.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/916.png,"[0.5368447916666667, 0.5531296296296296, 0.5597708333333333, 0.6593888888888889]",1.0,2.0
PTL-Crosswalk-Base/training set/826.png,"[0.41566614583333333, 0.5953416666666668, 0.44268541666666666, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/1038.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/778.png,"[0.218340625, 0.646287962962963, 0.0, 0.9082972222222222]",1.0,1.0
PTL-Crosswalk-Base/training set/899.png,"[0.6784932291666668, 0.6797666666666667, 0.6703057291666668, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/756.png,"[0.5253822916666667, 0.5167398148148148, 0.24699791666666665, 0.9941777777777777]",1.0,0.0
PTL-Crosswalk-Base/training set/688.png,"[0.411571875, 0.6098981481481482, 0.2560041666666667, 0.9927222222222223]",1.0,0.0
PTL-Crosswalk-Base/training set/1057.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/769.png,"[0.6064411458333333, 0.6812231481481481, 0.32150677083333334, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/921.png,"[0.5139192708333333, 0.3959240740740741, 0.5294760416666667, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1010.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/712.png,"[0.4754364583333333, 0.5749638888888889, 0.5311135416666667, 0.9883555555555555]",1.0,1.0
PTL-Crosswalk-Base/training set/857.png,"[0.35098229166666667, 0.5967972222222223, 0.38864635416666665, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/904.png,"[0.39683385416666667, 0.5574962962962963, 0.40747812499999997, 0.7234351851851851]",1.0,2.0
PTL-Crosswalk-Base/training set/740.png,"[0.4541484375, 0.5298398148148148, 0.33051302083333334, 0.9970888888888889]",1.0,1.0
PTL-Crosswalk-Base/training set/951.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/685.png,"[0.8258734375, 0.6550222222222222, 0.6301854166666666, 0.9956333333333335]",1.0,0.0
PTL-Crosswalk-Base/training set/744.png,"[0.50573125, 0.5604074074074075, 0.3608078125, 1.0]",1.0,0.0
PTL-Crosswalk-Base/training set/829.png,"[0.5736901041666667, 0.5895194444444445, 0.5581333333333334, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/864.png,"[0.43204166666666666, 0.7263462962962962, 0.4443229166666667, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/851.png,"[0.50573125, 0.7059675925925927, 0.4713427083333333, 0.9941777777777777]",1.0,1.0
PTL-Crosswalk-Base/training set/990.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/803.png,"[0.5835151041666666, 0.4192138888888889, 0.44022916666666667, 0.9563314814814815]",1.0,0.0
PTL-Crosswalk-Base/training set/961.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/782.png,"[0.39683385416666667, 0.5764194444444445, 0.010371354166666668, 0.9344981481481481]",1.0,1.0
PTL-Crosswalk-Base/training set/992.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/982.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/926.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/820.png,"[0.20769635416666665, 0.5880638888888889, 0.20687760416666665, 0.9985444444444446]",1.0,1.0
PTL-Crosswalk-Base/training set/852.png,"[0.36981458333333334, 0.5924305555555556, 0.4533296875, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/933.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/791.png,"[0.33788229166666667, 0.5327509259259259, 0.18640833333333334, 0.8908296296296296]",1.0,0.0
PTL-Crosswalk-Base/training set/758.png,"[0.6793119791666666, 0.5560407407407407, 0.38373385416666667, 0.9403203703703704]",1.0,1.0
PTL-Crosswalk-Base/training set/978.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/927.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1018.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1046.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/831.png,"[0.32805677083333334, 0.5967972222222223, 0.3599890625, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/922.png,"[0.49918125, 0.2809314814814815, 0.5360260416666667, 0.4570592592592593]",1.0,2.0
PTL-Crosswalk-Base/training set/1001.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1020.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/834.png,"[0.5761463541666667, 0.5254731481481482, 0.2879364583333333, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/781.png,"[0.4901744791666667, 0.5822416666666667, 0.2355348958333333, 1.0]",1.0,0.0
PTL-Crosswalk-Base/training set/985.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/901.png,"[0.50573125, 0.5356620370370371, 0.5253822916666667, 0.6273657407407407]",1.0,1.0
PTL-Crosswalk-Base/training set/1056.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/805.png,"[0.10616822916666666, 0.5589518518518518, 0.4983625, 0.8908296296296296]",1.0,0.0
PTL-Crosswalk-Base/training set/711.png,"[0.5548583333333333, 0.5866083333333334, 0.5556770833333334, 0.9970888888888889]",1.0,1.0
PTL-Crosswalk-Base/training set/692.png,"[0.4598796875, 0.5269287037037037, 0.3689958333333333, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/887.png,"[0.33133177083333337, 0.6055314814814815, 0.3665390625, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/729.png,"[0.5630458333333334, 0.5764194444444445, 0.5548583333333333, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/907.png,"[0.50081875, 0.4352259259259259, 0.3894651041666667, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/676.png,"[0.5548583333333333, 0.5414842592592592, 0.49672499999999997, 0.9985444444444446]",1.0,1.0
PTL-Crosswalk-Base/training set/850.png,"[0.31905, 0.5749638888888889, 0.4737989583333333, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/882.png,"[0.3624453125, 0.5880638888888889, 0.413209375, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/1016.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/869.png,"[0.594978125, 0.5749638888888889, 0.48116822916666663, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/972.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/859.png,"[0.411571875, 0.5691407407407407, 0.09306770833333333, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/842.png,"[0.6629364583333334, 0.6521101851851852, 0.6481984375, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/889.png,"[0.41239062499999996, 0.5705972222222222, 0.12254374999999999, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/1033.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/983.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/892.png,"[0.3444322916666666, 0.4599712962962963, 0.6293666666666666, 0.9883555555555555]",1.0,1.0
PTL-Crosswalk-Base/training set/812.png,"[0.41402812499999997, 0.5473074074074074, 0.2641921875, 0.941775925925926]",1.0,0.0
PTL-Crosswalk-Base/training set/898.png,"[0.48608072916666667, 0.5924305555555556, 0.5016375, 0.6666666666666666]",1.0,1.0
PTL-Crosswalk-Base/training set/830.png,"[0.48935572916666664, 0.5400287037037037, 0.28711770833333333, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/844.png,"[0.5049125, 0.5371175925925926, 0.5286572916666666, 0.6404657407407407]",1.0,1.0
PTL-Crosswalk-Base/training set/745.png,"[0.47789322916666666, 0.5254731481481482, 0.23717239583333333, 0.9912666666666666]",1.0,0.0
PTL-Crosswalk-Base/training set/817.png,"[0.50736875, 0.5516740740740741, 0.14055677083333334, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/813.png,"[0.11763125, 0.604075925925926, 0.0, 0.7540027777777778]",1.0,1.0
PTL-Crosswalk-Base/training set/816.png,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTL-Crosswalk-Base/training set/828.png,"[0.409115625, 0.5938861111111111, 0.46479270833333336, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/941.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/802.png,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTL-Crosswalk-Base/training set/997.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/976.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/932.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/854.png,"[0.5106442708333333, 0.5822416666666667, 0.5687770833333333, 0.9927222222222223]",1.0,1.0
PTL-Crosswalk-Base/training set/911.png,"[0.8176854166666666, 0.38282407407407404, 0.9847161458333333, 0.5662296296296296]",1.0,2.0
PTL-Crosswalk-Base/training set/687.png,"[0.5548583333333333, 0.6419212962962962, 0.4213973958333333, 1.0]",1.0,0.0
PTL-Crosswalk-Base/training set/855.png,"[0.5262010416666667, 0.577875, 0.5589520833333333, 0.9941777777777777]",1.0,1.0
PTL-Crosswalk-Base/training set/897.png,"[0.6244541666666666, 0.5604074074074075, 0.49590625, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/862.png,"[0.5147380208333333, 0.5676851851851852, 0.2027838541666667, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/707.png,"[0.48034947916666665, 0.5254731481481482, 0.5466703125, 0.9941777777777777]",1.0,1.0
PTL-Crosswalk-Base/training set/734.png,"[0.0, 0.5589518518518518, 0.4467796875, 0.8224166666666667]",1.0,0.0
PTL-Crosswalk-Base/training set/821.png,"[0.3362447916666667, 0.5735083333333334, 0.48935572916666664, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/876.png,"[0.23307864583333335, 0.5764194444444445, 0.26992343750000003, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/701.png,"[0.4688864583333333, 0.6666666666666666, 0.32641927083333333, 1.0]",1.0,0.0
PTL-Crosswalk-Base/training set/714.png,"[0.7276203124999999, 0.6477435185185185, 0.6170848958333334, 0.9898111111111112]",1.0,0.0
PTL-Crosswalk-Base/training set/827.png,"[0.48034947916666665, 0.6579333333333334, 0.4246723958333333, 1.0]",1.0,1.0
PTL-Crosswalk-Base/training set/669.png,"[0.4983625, 0.5895194444444445, 0.5745088541666666, 0.9912666666666666]",1.0,1.0
PTL-Crosswalk-Base/training set/427GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/55GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/342GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/366GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/60GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/256GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/453GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/51GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/426GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/181GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/184GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/40GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/452GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/12GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/291GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/251GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/127GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/194GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/94GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/454GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/228GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/7GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/353GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/188GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/402GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/323GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/29GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/318GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/423GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/30GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/465GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/459GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/391GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/206GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/365GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/311GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/63GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/142GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/386GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/107GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/218GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/147GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/351GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/48GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/132GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/388GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/341GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/18GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/6GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/240GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/322GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/260GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/457GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/106GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/193GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/191GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/363GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/381GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/456GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/400GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/3GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/451GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/9GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/204GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/395GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/172GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/269GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/347GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/134GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/43GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/290GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/357GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/17GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/431GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/131GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/242GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/14GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/57GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/404GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/317GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/296GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/118GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/343GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/411GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/334GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/215GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/76GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/11GL.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
