image_file,coordinates,IScrosswalk,light_class
Complementary Dataset/training set/22CP.png,"[0.7472708333333333, 0.23435185185185184, 0.224071875, 0.9359537037037038]",1.0,2.0
Complementary Dataset/training set/24CP.png,"[0.5466703125, 0.6593888888888889, 0.5090067708333333, 0.9941777777777777]",1.0,2.0
Complementary Dataset/training set/25CP.png,"[0.9282203125, 0.3231444444444444, 0.3518015625, 0.5880638888888889]",1.0,2.0
Complementary Dataset/training set/26CP.png,"[0.9282203125, 0.37991296296296295, 0.6056223958333333, 0.8558953703703703]",1.0,2.0
Complementary Dataset/training set/27CP.png,"[0.4275435185185185, 0.45560416666666664, 0.16876944444444444, 0.9927218750000001]",1.0,2.0
Complementary Dataset/training set/28CP.png,"[0.5188317708333333, 0.22998518518518518, 0.42385364583333335, 0.9985444444444446]",1.0,2.0
Complementary Dataset/training set/30CP.png,"[0.5745111111111111, 0.6098985239852398, 0.6475601851851852, 0.8471614391143911]",1.0,2.0
Complementary Dataset/training set/31CP.png,"[0.7538208333333334, 0.2227074074074074, 0.35016354166666663, 0.9956333333333335]",1.0,2.0
Complementary Dataset/training set/33CP.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
Complementary Dataset/training set/34CP.png,"[0.6449234374999999, 0.2838425925925926, 0.11599322916666667, 0.6724888888888889]",1.0,2.0
Complementary Dataset/training set/35CP.png,"[0.22243437500000002, 0.2809314814814815, 0.2609171875, 0.6317324074074073]",1.0,2.0
Complementary Dataset/training set/36CP.png,"[0.9063074074074075, 0.8078600628930818, 0.5565740740740741, 0.9985440251572326]",1.0,2.0
Complementary Dataset/training set/37CP.png,"[0.6580239583333333, 0.28238703703703705, 0.5016375, 1.0]",1.0,2.0
Complementary Dataset/training set/38CP.png,"[0.6252729166666666, 0.2096074074074074, 0.0013645833333333333, 0.8253277777777778]",1.0,2.0
Complementary Dataset/training set/40CP.png,"[0.4711898148148148, 0.3915576347305389, 0.5180064814814814, 0.6506549401197604]",1.0,2.0
Complementary Dataset/training set/41CP.png,"[0.3935588541666667, 0.34061111111111114, 0.30103697916666666, 0.9781657407407408]",1.0,2.0
Complementary Dataset/training set/42CP.png,"[0.8962880208333334, 0.1892287037037037, 0.36735833333333334, 0.5997092592592593]",1.0,2.0
Complementary Dataset/training set/43CP.png,"[0.48935572916666664, 0.477437962962963, 0.4443229166666667, 1.0]",1.0,0.0
Complementary Dataset/training set/44CP.png,"[0.7628276041666666, 0.2911203703703704, 0.3681770833333333, 0.847161111111111]",1.0,2.0
Complementary Dataset/training set/45CP.png,"[0.25354791666666665, 0.2707425925925926, 0.2862989583333333, 0.7190685185185186]",1.0,2.0
Complementary Dataset/training set/46CP.png,"[0.8065768518518518, 0.5123727469358327, 0.48130648148148153, 0.7627368421052632]",1.0,2.0
Complementary Dataset/training set/47CP.png,"[0.48444322916666666, 0.2227074074074074, 0.3665390625, 1.0]",1.0,2.0
Complementary Dataset/training set/48CP.png,"[0.6531114583333333, 0.2896648148148148, 0.0, 0.8719064814814814]",1.0,2.0
Complementary Dataset/training set/50CP.png,"[0.8048574074074074, 0.6229981343283583, 0.5462342592592593, 0.9883554104477612]",1.0,2.0
Complementary Dataset/training set/51CP.png,"[0.42794739583333335, 0.2707425925925926, 0.3075875, 0.9869000000000001]",1.0,2.0
Complementary Dataset/training set/52CP.png,"[0.2568229166666667, 0.1615722222222222, 0.2838427083333333, 0.46142685185185184]",1.0,2.0
Complementary Dataset/training set/53CP.png,"[0.406659375, 0.5400287037037037, 0.37554583333333336, 1.0]",1.0,0.0
Complementary Dataset/training set/54CP.png,"[0.219159375, 0.43813703703703705, 0.1741265625, 0.7510916666666666]",1.0,2.0
Complementary Dataset/training set/55CP.png,"[0.4877182291666667, 0.3653564814814815, 0.5319322916666667, 1.0]",1.0,2.0
Complementary Dataset/training set/56CP.png,"[0.5094287037037037, 0.713246140651801, 0.26270185185185185, 0.9854442538593482]",1.0,2.0
Complementary Dataset/training set/57CP.png,"[0.3427947916666667, 0.2794759259259259, 0.33051302083333334, 0.9927222222222223]",1.0,2.0
Complementary Dataset/training set/58CP.png,"[0.5237447916666667, 0.22416296296296295, 0.007095833333333333, 0.8296944444444445]",1.0,2.0
Complementary Dataset/training set/60CP.png,"[0.4435041666666667, 0.37991296296296295, 0.399290625, 0.9941777777777777]",1.0,2.0
Complementary Dataset/training set/61CP.png,"[0.48198697916666666, 0.3377, 0.3665390625, 0.9927222222222223]",1.0,2.0
Complementary Dataset/training set/62CP.png,"[0.3632640625, 0.20378425925925925, 0.38455260416666665, 0.5691407407407407]",1.0,2.0
Complementary Dataset/training set/63CP.png,"[0.5826963541666667, 0.4119361111111111, 0.48526197916666663, 0.633187962962963]",1.0,2.0
Complementary Dataset/training set/64CP.png,"[0.33788229166666667, 0.3071324074074074, 0.2805677083333334, 0.717612962962963]",1.0,2.0
Complementary Dataset/training set/65CP.png,"[0.9192138888888889, 0.4570598958333333, 0.021267592592592595, 0.682678125]",1.0,2.0
Complementary Dataset/training set/66CP.png,"[0.5376277777777778, 0.5065500394011032, 0.14938148148148148, 1.0]",1.0,2.0
Complementary Dataset/training set/67CP.png,"[0.3288755208333333, 0.31149907407407407, 0.3002182291666667, 0.9970888888888889]",1.0,2.0
Complementary Dataset/training set/68CP.png,"[0.41975989583333334, 0.2911203703703704, 0.13236875, 0.8515287037037037]",1.0,2.0
Complementary Dataset/training set/70CP.png,"[0.5262010416666667, 0.4876277777777778, 0.33460677083333334, 0.9970888888888889]",1.0,2.0
Complementary Dataset/training set/71CP.png,"[0.4533296875, 0.39737962962962964, 0.3649015625, 0.9927222222222223]",1.0,2.0
Complementary Dataset/training set/72CP.png,"[0.48034947916666665, 0.3595342592592593, 0.5180130208333333, 0.7438138888888889]",1.0,2.0
Complementary Dataset/training set/73CP.png,"[0.5564958333333333, 0.3377, 0.48034947916666665, 0.5866083333333334]",1.0,2.0
Complementary Dataset/training set/74CP.png,"[0.4680677083333334, 0.6797666666666667, 0.4533296875, 1.0]",1.0,2.0
Complementary Dataset/training set/75CP.png,"[0.8674592592592593, 0.4468703125, 0.0, 0.6710333333333334]",1.0,2.0
Complementary Dataset/training set/77CP.png,"[0.6596614583333333, 0.27219814814814813, 0.44022916666666667, 0.9927222222222223]",1.0,2.0
Complementary Dataset/training set/78CP.png,"[0.35233703703703706, 0.3944690763052209, 0.008349074074074073, 0.9388642570281124]",1.0,2.0
Complementary Dataset/training set/80CP.png,"[0.8283296875, 0.20232870370370368, 0.10944322916666667, 0.5574962962962963]",1.0,2.0
Complementary Dataset/training set/81CP.png,"[0.30676875, 0.39010185185185187, 0.3075875, 0.9912666666666666]",1.0,2.0
Complementary Dataset/training set/82CP.png,"[0.5081880208333334, 0.41048055555555557, 0.5384822916666666, 0.8617175925925926]",1.0,2.0
Complementary Dataset/training set/83CP.png,"[0.5556770833333334, 0.29257685185185184, 0.4557859375, 0.6186314814814814]",1.0,2.0
Complementary Dataset/training set/84CP.png,"[0.36162656249999997, 0.6433768518518518, 0.3419760416666667, 0.9956333333333335]",1.0,2.0
Complementary Dataset/training set/85CP.png,"[0.8027657407407407, 0.4425036458333333, 0.0031537037037037037, 0.7001453125]",1.0,2.0
Complementary Dataset/training set/87CP.png,"[0.6965067708333332, 0.5109166666666667, 0.43367916666666667, 0.6768555555555555]",1.0,2.0
Complementary Dataset/training set/90CP.png,"[0.39847187500000003, 0.37263425925925925, 0.3075875, 0.9825324074074074]",1.0,2.0
Complementary Dataset/training set/91CP.png,"[0.2519104166666667, 0.5516740740740741, 0.3460697916666666, 0.9956333333333335]",1.0,2.0
Complementary Dataset/training set/92CP.png,"[0.49426875, 0.3770018518518518, 0.5630458333333334, 0.9854435185185185]",1.0,2.0
Complementary Dataset/training set/93CP.png,"[0.5474890625000001, 0.31149907407407407, 0.39274010416666666, 0.7656481481481481]",1.0,2.0
Complementary Dataset/training set/94CP.png,"[0.3624453125, 0.6390101851851852, 0.30103697916666666, 0.9985444444444446]",1.0,2.0
Complementary Dataset/training set/95CP.png,"[0.9916703703703703, 0.4876276041666667, 0.06267222222222223, 0.8835515625]",1.0,2.0
Complementary Dataset/training set/97CP.png,"[0.6179041666666667, 0.5211064814814814, 0.31168125, 0.7656481481481481]",1.0,2.0
Complementary Dataset/training set/100CP.png,"[0.5065500000000001, 0.409025, 0.4459609375, 0.9970888888888889]",1.0,2.0
Complementary Dataset/training set/101CP.png,"[0.3444322916666666, 0.7263462962962962, 0.4271286458333333, 0.9970888888888889]",1.0,2.0
Complementary Dataset/training set/102CP.png,"[0.4541484375, 0.35080092592592593, 0.3460697916666666, 0.5385731481481482]",1.0,0.0
Complementary Dataset/training set/103CP.png,"[0.6031661458333333, 0.2590972222222222, 0.29939947916666665, 0.8806407407407407]",1.0,2.0
Complementary Dataset/training set/104CP.png,"[0.29203072916666667, 0.6011648148148149, 0.23144114583333333, 1.0]",1.0,2.0
Complementary Dataset/training set/105CP.png,"[0.8674592592592593, 0.3973796875, 0.0, 0.8529838541666667]",1.0,2.0
Complementary Dataset/training set/107CP.png,"[0.5106442708333333, 0.48908333333333337, 0.15693229166666667, 0.8631731481481482]",1.0,2.0
Complementary Dataset/training set/110CP.png,"[0.8840067708333332, 0.31586574074074075, 0.2707421875, 0.7612805555555555]",1.0,2.0
Complementary Dataset/training set/112CP.png,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
Complementary Dataset/training set/113CP.png,"[0.7923036458333333, 0.2969435185185185, 0.2682859375, 0.9243083333333334]",1.0,2.0
Complementary Dataset/training set/114CP.png,"[0.6514739583333333, 0.3173212962962963, 0.15120104166666665, 0.7161574074074074]",1.0,2.0
Complementary Dataset/training set/115CP.png,"[0.7380722222222222, 0.3639010416666667, 0.005741666666666667, 0.8311499999999999]",1.0,2.0
Complementary Dataset/training set/116CP.png,"[0.4664302083333334, 0.43813703703703705, 0.5065500000000001, 0.6113537037037037]",1.0,2.0
Complementary Dataset/training set/117CP.png,"[0.5736901041666667, 0.4497814814814815, 0.15529479166666665, 0.9723435185185186]",1.0,2.0
Complementary Dataset/training set/120CP.png,"[0.8610807291666667, 0.2590972222222222, 0.30185572916666664, 0.8136824074074075]",1.0,2.0
Complementary Dataset/training set/122CP.png,"[0.6416484375, 0.3537120370370371, 0.5163755208333334, 0.7947601851851852]",1.0,2.0
Complementary Dataset/training set/123CP.png,"[0.5646833333333333, 0.3537120370370371, 0.023471875, 0.9636101851851853]",1.0,2.0
Complementary Dataset/training set/124CP.png,"[0.8340609375, 0.3740898148148148, 0.399290625, 0.8034935185185186]",1.0,2.0
Complementary Dataset/training set/125CP.png,"[0.41460462962962963, 0.4497817708333333, 0.0031537037037037037, 0.8675401041666666]",1.0,2.0
Complementary Dataset/training set/126CP.png,"[0.4173036458333333, 0.1994175925925926, 0.4541484375, 0.8195055555555556]",1.0,2.0
Complementary Dataset/training set/127CP.png,"[0.0025287037037037036, 0.6448327192336035, 0.38660555555555554, 1.0]",1.0,0.0
Complementary Dataset/training set/130CP.png,"[0.7006005208333334, 0.22416296296296295, 0.17494531249999998, 0.9505092592592592]",1.0,2.0
Complementary Dataset/training set/132CP.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
Complementary Dataset/training set/133CP.png,"[0.8111354166666668, 0.3711787037037037, 0.29039322916666666, 0.6724888888888889]",1.0,2.0
Complementary Dataset/training set/134CP.png,"[0.15938854166666666, 0.28529814814814813, 0.19132083333333333, 0.5866083333333334]",1.0,2.0
Complementary Dataset/training set/135CP.png,"[0.4456574074074074, 0.48617187500000003, 0.06784722222222223, 0.9956333333333334]",1.0,2.0
Complementary Dataset/training set/136CP.png,"[0.6481984375, 0.22561851851851852, 0.5163755208333334, 0.9985444444444446]",1.0,2.0
Complementary Dataset/training set/138CP.png,"[0.5511944444444444, 0.6055315922493681, 0.6055879629629629, 0.8282384161752318]",1.0,2.0
Complementary Dataset/training set/139CP.png,"[0.43613541666666666, 0.33042222222222223, 0.30185572916666664, 0.8544398148148148]",1.0,2.0
Complementary Dataset/training set/141CP.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
Complementary Dataset/training set/142CP.png,"[0.6318229166666666, 0.28675370370370373, 0.19705260416666667, 0.7685592592592593]",1.0,2.0
Complementary Dataset/training set/143CP.png,"[0.2650109375, 0.33187777777777777, 0.3141375, 0.7074231481481482]",1.0,2.0
Complementary Dataset/training set/144CP.png,"[0.8512453703703704, 0.7947596638655462, 0.4214111111111111, 1.0]",1.0,2.0
Complementary Dataset/training set/145CP.png,"[0.5892468750000001, 0.3173212962962963, 0.3935588541666667, 0.9810768518518519]",1.0,2.0
Complementary Dataset/training set/146CP.png,"[0.6449234374999999, 0.24308611111111111, 0.004639583333333333, 0.8631731481481482]",1.0,2.0
Complementary Dataset/training set/148CP.png,"[0.46875833333333333, 0.5385737704918032, 0.521375925925926, 0.8573508196721312]",1.0,2.0
Complementary Dataset/training set/149CP.png,"[0.3911026041666667, 0.2751092592592593, 0.29448697916666666, 0.9927222222222223]",1.0,2.0
Complementary Dataset/training set/150CP.png,"[0.9159390625, 0.21251851851851852, 0.4205786458333333, 0.6870453703703704]",1.0,2.0
Complementary Dataset/training set/151CP.png,"[0.4418666666666667, 0.5167398148148148, 0.39683385416666667, 0.9723435185185186]",1.0,0.0
Complementary Dataset/training set/152CP.png,"[0.7218885416666667, 0.2328962962962963, 0.38619010416666666, 0.8034935185185186]",1.0,2.0
Complementary Dataset/training set/153CP.png,"[0.3387010416666667, 0.20815092592592593, 0.37227083333333333, 0.7321685185185185]",1.0,2.0
Complementary Dataset/training set/154CP.png,"[0.7720481481481482, 0.31586582048957385, 0.46432129629629626, 0.6783118766999093]",1.0,2.0
Complementary Dataset/training set/155CP.png,"[0.4312229166666667, 0.32168888888888886, 0.37227083333333333, 0.9941777777777777]",1.0,2.0
Complementary Dataset/training set/156CP.png,"[0.6310041666666667, 0.3333333333333333, 0.009552604166666668, 0.9606990740740742]",1.0,2.0
Complementary Dataset/training set/158CP.png,"[0.3567140625, 0.23726388888888889, 0.35753281249999996, 0.7001453703703704]",1.0,2.0
Complementary Dataset/training set/159CP.png,"[0.4418666666666667, 0.4032027777777778, 0.37636458333333334, 0.9898111111111112]",1.0,2.0
Complementary Dataset/training set/160CP.png,"[0.28711770833333333, 0.26783148148148145, 0.31659375, 0.5764194444444445]",1.0,2.0
Complementary Dataset/training set/161CP.png,"[0.41239062499999996, 0.5502185185185186, 0.41566614583333333, 0.970887962962963]",1.0,0.0
Complementary Dataset/training set/162CP.png,"[0.3395197916666667, 0.3231444444444444, 0.2789302083333334, 0.6346435185185185]",1.0,2.0
Complementary Dataset/training set/163CP.png,"[0.37882083333333333, 0.3129546296296296, 0.5630458333333334, 0.9898111111111112]",1.0,2.0
Complementary Dataset/training set/164CP.png,"[0.48731018518518515, 0.5021836431226766, 0.08668888888888888, 0.9024743494423791]",1.0,2.0
Complementary Dataset/training set/165CP.png,"[0.34688854166666666, 0.25181944444444443, 0.29366822916666663, 0.9970888888888889]",1.0,2.0
Complementary Dataset/training set/166CP.png,"[0.5687770833333333, 0.24890833333333337, 0.007095833333333333, 0.9184861111111111]",1.0,2.0
Complementary Dataset/training set/168CP.png,"[0.47789322916666666, 0.3784574074074074, 0.35016354166666663, 0.9970888888888889]",1.0,2.0
Complementary Dataset/training set/169CP.png,"[0.5384822916666666, 0.36826759259259256, 0.42221614583333333, 0.9956333333333335]",1.0,2.0
Complementary Dataset/training set/170CP.png,"[0.410753125, 0.19505092592592593, 0.45496718750000004, 0.5589518518518518]",1.0,2.0
Complementary Dataset/training set/171CP.png,"[0.5982531249999999, 0.37991296296296295, 0.50409375, 0.6186314814814814]",1.0,2.0
Complementary Dataset/training set/172CP.png,"[0.4164848958333333, 0.38427962962962964, 0.3591703125, 0.8165935185185186]",1.0,2.0
Complementary Dataset/training set/173CP.png,"[0.8260555555555555, 0.45560416666666664, 0.0, 0.6608442708333333]",1.0,2.0
Complementary Dataset/training set/174CP.png,"[0.6359166666666667, 0.5065502008032128, 0.2852175925925926, 0.9941775100401606]",1.0,2.0
Complementary Dataset/training set/175CP.png,"[0.4418666666666667, 0.2358074074074074, 0.33296927083333333, 1.0]",1.0,2.0
Complementary Dataset/training set/176CP.png,"[0.6147712962962962, 0.5036389684813753, 0.010809259259259258, 0.9286755014326648]",1.0,2.0
Complementary Dataset/training set/178CP.png,"[0.5944463541666667, 0.240712962962963, 0.04699114583333333, 0.5156018518518519]",1.0,2.0
Complementary Dataset/training set/179CP.png,"[0.4548661458333333, 0.3506685185185185, 0.42979218750000003, 0.9970277777777777]",1.0,2.0
Complementary Dataset/training set/180CP.png,"[0.4991640625, 0.3655277777777778, 0.5125369791666666, 0.769687962962963]",1.0,2.0
Complementary Dataset/training set/181CP.png,"[0.5743869791666667, 0.33432407407407405, 0.4682390625, 0.6151555555555556]",1.0,2.0
Complementary Dataset/training set/182CP.png,"[0.520059375, 0.759287037037037, 0.49832812499999996, 0.9970277777777777]",1.0,2.0
Complementary Dataset/training set/183CP.png,"[0.8592537037037037, 0.439821875, 0.0, 0.7013375]",1.0,2.0
Complementary Dataset/training set/185CP.png,"[0.7415489583333332, 0.31500740740740746, 0.5643572916666667, 1.0]",1.0,2.0
Complementary Dataset/training set/186CP.png,"[0.37295648148148147, 0.4784547325102881, 0.2285287037037037, 1.0]",1.0,2.0
Complementary Dataset/training set/188CP.png,"[0.8084140625, 0.482912037037037, 0.5409546875, 0.9970277777777777]",1.0,2.0
Complementary Dataset/training set/189CP.png,"[0.3094354166666667, 0.46359629629629634, 0.36041979166666666, 0.9955425925925925]",1.0,2.0
Complementary Dataset/training set/190CP.png,"[0.5551635416666667, 0.3833583333333333, 0.5952822916666667, 0.8751861111111111]",1.0,2.0
Complementary Dataset/training set/191CP.png,"[0.5643572916666667, 0.3254083333333333, 0.4548661458333333, 0.7102527777777777]",1.0,2.0
Complementary Dataset/training set/192CP.png,"[0.2826895833333333, 0.6508175925925926, 0.2392270833333333, 0.9985138888888889]",1.0,2.0
Complementary Dataset/training set/193CP.png,"[0.8830277777777777, 0.4413078125, 0.006025925925925926, 0.7860328125]",1.0,2.0
Complementary Dataset/training set/195CP.png,"[0.6905645833333334, 0.5200592592592592, 0.4063890625, 0.7147101851851851]",1.0,2.0
Complementary Dataset/training set/198CP.png,"[0.4674036458333333, 0.45319444444444446, 0.4197625, 0.9762259259259259]",1.0,2.0
Complementary Dataset/training set/199CP.png,"[0.25928697916666665, 0.5705796296296296, 0.34704687500000003, 0.9970277777777777]",1.0,2.0
Complementary Dataset/training set/200CP.png,"[0.439821875, 0.4517083333333334, 0.36125572916666665, 0.575037037037037]",1.0,0.0
Complementary Dataset/training set/201CP.png,"[0.530925, 0.21248148148148147, 0.34621093750000004, 0.7786037037037038]",1.0,2.0
Complementary Dataset/training set/202CP.png,"[0.3754645833333334, 0.7756314814814815, 0.345375, 0.9940564814814814]",1.0,2.0
Complementary Dataset/training set/203CP.png,"[0.922651851851852, 0.4175333333333333, 0.0, 0.8736999999999999]",1.0,2.0
Complementary Dataset/training set/205CP.png,"[0.603640625, 0.5081722222222222, 0.28937604166666664, 0.8112925925925926]",1.0,2.0
Complementary Dataset/training set/208CP.png,"[0.5158802083333334, 0.41307592592592596, 0.479940625, 0.9985138888888889]",1.0,2.0
Complementary Dataset/training set/210CP.png,"[0.45904531249999997, 0.34323888888888887, 0.3320020833333333, 0.5378898148148149]",1.0,0.0
Complementary Dataset/training set/211CP.png,"[0.45570208333333334, 0.344725, 0.33618125, 0.5245166666666666]",1.0,0.0
Complementary Dataset/training set/212CP.png,"[0.5869244791666667, 0.2526, 0.24006302083333333, 0.9257055555555554]",1.0,2.0
Complementary Dataset/training set/213CP.png,"[0.7005942708333334, 0.32095092592592595, 0.18573541666666668, 0.7251111111111112]",1.0,2.0
Complementary Dataset/training set/214CP.png,"[0.8143472222222222, 0.38038645833333334, 0.0, 0.86775625]",1.0,2.0
Complementary Dataset/training set/216CP.png,"[0.5125369791666666, 0.48439814814814813, 0.0912890625, 0.964338888888889]",1.0,2.0
Complementary Dataset/training set/219CP.png,"[0.86775625, 0.2734027777777778, 0.24591406249999997, 0.759287037037037]",1.0,2.0
Complementary Dataset/training set/221CP.png,"[0.5585067708333333, 0.2971768518518519, 0.3988671875, 0.5230314814814815]",1.0,2.0
Complementary Dataset/training set/222CP.png,"[0.7290119791666666, 0.41456203703703703, 0.21164583333333334, 0.9955425925925925]",1.0,2.0
Complementary Dataset/training set/223CP.png,"[0.6629828124999999, 0.30163425925925924, 0.18824270833333331, 0.7369981481481481]",1.0,2.0
Complementary Dataset/training set/224CP.png,"[0.7430249999999999, 0.38484375, 0.029799999999999997, 0.9019317708333333]",1.0,2.0
Complementary Dataset/training set/225CP.png,"[0.4498515625, 0.36849907407407406, 0.489134375, 0.5482916666666666]",1.0,2.0
Complementary Dataset/training set/226CP.png,"[0.5760588541666666, 0.45616666666666666, 0.12221406250000001, 1.0]",1.0,2.0
Complementary Dataset/training set/229CP.png,"[0.84936875, 0.27043055555555556, 0.25594374999999997, 0.9063888888888889]",1.0,2.0
Complementary Dataset/training set/231CP.png,"[0.6245354166666667, 0.39375925925925925, 0.5417906250000001, 0.9227342592592592]",1.0,2.0
Complementary Dataset/training set/232CP.png,"[0.5133729166666667, 0.3833583333333333, 0.004364583333333334, 0.9390787037037037]",1.0,2.0
Complementary Dataset/training set/233CP.png,"[0.8368312499999999, 0.32095092592592595, 0.44316510416666666, 0.7726601851851852]",1.0,2.0
Complementary Dataset/training set/234CP.png,"[0.39433703703703704, 0.439821875, 0.10640555555555556, 0.99405625]",1.0,2.0
Complementary Dataset/training set/235CP.png,"[0.5050151041666667, 0.2526, 0.44650833333333334, 0.9910842592592594]",1.0,2.0
Complementary Dataset/training set/236CP.png,"[0.003065740740740741, 0.6716195652173913, 0.31077037037037036, 0.9985142140468227]",1.0,0.0
Complementary Dataset/training set/239CP.png,"[0.7323552083333333, 0.23476944444444442, 0.2734953125, 0.9970277777777777]",1.0,2.0
Complementary Dataset/training set/241CP.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
Complementary Dataset/training set/242CP.png,"[0.7473994791666667, 0.3818722222222222, 0.23170520833333336, 0.7028231481481482]",1.0,2.0
Complementary Dataset/training set/243CP.png,"[0.19994427083333333, 0.3506685185185185, 0.22167552083333333, 0.6656759259259258]",1.0,2.0
Complementary Dataset/training set/244CP.png,"[0.9430324074074075, 0.7592867701404287, 0.5744592592592593, 0.934620842572062]",1.0,2.0
Complementary Dataset/training set/245CP.png,"[0.7064447916666666, 0.29569074074074075, 0.5501484375000001, 0.9985138888888889]",1.0,2.0
Complementary Dataset/training set/247CP.png,"[0.44860648148148147, 0.3684995850622406, 0.5, 0.6136705394190871]",1.0,2.0
Complementary Dataset/training set/248CP.png,"[0.49749270833333337, 0.2600296296296296, 0.36209114583333335, 0.8187222222222222]",1.0,2.0
Complementary Dataset/training set/250CP.png,"[0.46406041666666664, 0.45765185185185187, 0.35456927083333334, 0.9985138888888889]",1.0,0.0
Complementary Dataset/training set/251CP.png,"[0.7265046875, 0.2734027777777778, 0.2927192708333333, 0.7459138888888889]",1.0,2.0
Complementary Dataset/training set/252CP.png,"[0.36710625, 0.2719166666666667, 0.3788078125, 0.6953935185185185]",1.0,2.0
Complementary Dataset/training set/253CP.png,"[0.799325925925926, 0.4264484193011647, 0.48677037037037035, 0.6790490848585691]",1.0,2.0
Complementary Dataset/training set/254CP.png,"[0.5075223958333334, 0.2852898148148148, 0.33116666666666666, 0.9970277777777777]",1.0,2.0
Complementary Dataset/training set/255CP.png,"[0.6537890625, 0.2734027777777778, 0.013558854166666667, 0.8573555555555555]",1.0,2.0
Complementary Dataset/training set/257CP.png,"[0.6360824074074074, 0.43090627843494084, 0.5105842592592593, 0.8231801637852593]",1.0,2.0
Complementary Dataset/training set/258CP.png,"[0.3905088541666667, 0.33432407407407405, 0.25845104166666666, 0.9895990740740741]",1.0,2.0
Complementary Dataset/training set/259CP.png,"[0.9989786458333333, 0.3402675925925926, 0.6387442708333333, 0.7251111111111112]",1.0,2.0
Complementary Dataset/training set/260CP.png,"[0.3988671875, 0.5304601851851852, 0.3554046875, 0.9554231481481481]",1.0,0.0
Complementary Dataset/training set/261CP.png,"[0.9362927083333333, 0.3135212962962963, 0.6019687499999999, 0.8528972222222222]",1.0,2.0
Complementary Dataset/training set/262CP.png,"[0.4548661458333333, 0.20059444444444444, 0.4874630208333333, 0.7667157407407408]",1.0,2.0
Complementary Dataset/training set/263CP.png,"[0.5931, 0.3610695148443157, 0.2149990740740741, 0.6552751629254163]",1.0,2.0
Complementary Dataset/training set/264CP.png,"[0.3211364583333333, 0.2942046296296296, 0.26848072916666665, 0.9925703703703704]",1.0,2.0
Complementary Dataset/training set/265CP.png,"[0.5576708333333333, 0.27637407407407405, 0.099646875, 0.793462037037037]",1.0,2.0
Complementary Dataset/training set/267CP.png,"[0.5585067708333333, 0.2228824074074074, 0.4866270833333333, 0.7771175925925926]",1.0,2.0
Complementary Dataset/training set/268CP.png,"[0.4013744791666667, 0.37295648148148147, 0.27182395833333334, 0.9702824074074073]",1.0,2.0
Complementary Dataset/training set/269CP.png,"[0.3136145833333333, 0.2169388888888889, 0.3445395833333333, 0.5408620370370371]",1.0,2.0
Complementary Dataset/training set/270CP.png,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
Complementary Dataset/training set/271CP.png,"[0.316121875, 0.35661203703703703, 0.25677916666666667, 0.7028231481481482]",1.0,2.0
Complementary Dataset/training set/272CP.png,"[0.46238854166666665, 0.3476972222222222, 0.652953125, 0.9955425925925925]",1.0,2.0
Complementary Dataset/training set/273CP.png,"[0.5071324074074074, 0.325408950617284, 0.06315, 0.8127785493827161]",1.0,2.0
Complementary Dataset/training set/274CP.png,"[0.37629999999999997, 0.23328425925925927, 0.34036041666666667, 0.9985138888888889]",1.0,2.0
Complementary Dataset/training set/275CP.png,"[0.5743869791666667, 0.32095092592592595, 0.17403437500000002, 0.8112925925925926]",1.0,2.0
Complementary Dataset/training set/277CP.png,"[0.5969541666666667, 0.28974722222222227, 0.37462864583333333, 0.9970277777777777]",1.0,2.0
Complementary Dataset/training set/278CP.png,"[0.5050151041666667, 0.3640416666666667, 0.4105682291666667, 0.9955425925925925]",1.0,2.0
Complementary Dataset/training set/279CP.png,"[0.4164192708333333, 0.23625555555555555, 0.45152291666666666, 0.6196138888888889]",1.0,2.0
Complementary Dataset/training set/280CP.png,"[0.5835807291666666, 0.42347685185185185, 0.5100296875, 0.6627046296296296]",1.0,2.0
Complementary Dataset/training set/281CP.png,"[0.44734375, 0.56315, 0.36543437500000003, 0.9985138888888889]",1.0,2.0
Complementary Dataset/training set/282CP.png,"[0.8698203703703703, 0.4517088541666666, 0.0, 0.6656760416666666]",1.0,2.0
Complementary Dataset/training set/283CP.png,"[0.642411111111111, 0.5037151965993624, 0.39125, 0.9955419766206163]",1.0,2.0
Complementary Dataset/training set/284CP.png,"[0.56185, 0.23031203703703704, 0.4097322916666667, 0.9925703703703704]",1.0,2.0
Complementary Dataset/training set/285CP.png,"[0.2644462962962963, 0.5052004555808657, 0.003525, 0.8737000759301443]",1.0,0.0
Complementary Dataset/training set/287CP.png,"[0.7549218750000001, 0.16493333333333332, 0.049498437500000006, 0.5527490740740741]",1.0,2.0
Complementary Dataset/training set/288CP.png,"[0.4080609375, 0.41456203703703703, 0.36794218749999996, 1.0]",1.0,2.0
Complementary Dataset/training set/289CP.png,"[0.5259098958333334, 0.3803861111111111, 0.5559994791666667, 0.81575]",1.0,2.0
Complementary Dataset/training set/290CP.png,"[0.5994614583333333, 0.31500740740740746, 0.4933135416666667, 0.6077268518518518]",1.0,2.0
